file,speaker,label,numeric_label
680.wav,Bill Clinton,spoof,1
681.wav,Bill Clinton,spoof,1
682.wav,George W. Bush,spoof,1
683.wav,Bill Clinton,bona-fide,0
684.wav,Alexandria Ocasio-Cortez,bona-fide,0
685.wav,Bernie Sanders,spoof,1
686.wav,Arnold Schwarzenegger,bona-fide,0
687.wav,2Pac,spoof,1
688.wav,Norm MacDonald,spoof,1
689.wav,Dwight Eisenhower,bona-fide,0
690.wav,Alec Guinness,spoof,1
691.wav,Louis Farrakhan,bona-fide,0
692.wav,Louis Farrakhan,spoof,1
693.wav,Bernie Sanders,bona-fide,0
694.wav,Donald Trump,bona-fide,0
695.wav,FDR,spoof,1
696.wav,Ronald Reagan,spoof,1
697.wav,Donald Trump,bona-fide,0
698.wav,Barack Obama,bona-fide,0
699.wav,Barack Obama,bona-fide,0
700.wav,Mr. Rogers,bona-fide,0
701.wav,Barack Obama,bona-fide,0
702.wav,Bernie Sanders,bona-fide,0
703.wav,Bill Burr,spoof,1
704.wav,Alec Guinness,spoof,1
705.wav,Louis Farrakhan,bona-fide,0
706.wav,Mark Zuckerberg,bona-fide,0
707.wav,Alec Guinness,bona-fide,0
708.wav,Ayn Rand,spoof,1
709.wav,Ayn Rand,spoof,1
710.wav,Bernie Sanders,bona-fide,0
711.wav,Barack Obama,bona-fide,0
712.wav,George W. Bush,spoof,1
713.wav,JFK,bona-fide,0
714.wav,Donald Trump,bona-fide,0
715.wav,Bernie Sanders,spoof,1
716.wav,Alec Guinness,bona-fide,0
717.wav,Mark Zuckerberg,spoof,1
718.wav,Bernie Sanders,spoof,1
719.wav,Barack Obama,bona-fide,0
720.wav,Mark Zuckerberg,spoof,1
721.wav,Barack Obama,bona-fide,0
722.wav,Ronald Reagan,spoof,1
723.wav,Arnold Schwarzenegger,bona-fide,0
724.wav,Ayn Rand,bona-fide,0
725.wav,Boris Johnson,bona-fide,0
726.wav,Ayn Rand,bona-fide,0
727.wav,JFK,bona-fide,0
728.wav,Jerry Seinfeld,spoof,1
729.wav,Billie Eilish,bona-fide,0
730.wav,JFK,bona-fide,0
731.wav,Alec Guinness,bona-fide,0
732.wav,Mark Zuckerberg,spoof,1
733.wav,Barack Obama,bona-fide,0
734.wav,Barack Obama,bona-fide,0
735.wav,Ayn Rand,bona-fide,0
736.wav,Bernie Sanders,bona-fide,0
737.wav,Bill Clinton,spoof,1
738.wav,Louis Farrakhan,bona-fide,0
739.wav,Winston Churchill,bona-fide,0
740.wav,Donald Trump,bona-fide,0
741.wav,Alec Guinness,bona-fide,0
742.wav,Robert Kardashian,bona-fide,0
743.wav,George Carlin,spoof,1
744.wav,Martin Luther King,bona-fide,0
745.wav,Bernie Sanders,bona-fide,0
746.wav,Barack Obama,bona-fide,0
747.wav,Donald Trump,bona-fide,0
748.wav,Ayn Rand,bona-fide,0
749.wav,Bernie Sanders,spoof,1
750.wav,Louis Farrakhan,bona-fide,0
751.wav,Ayn Rand,bona-fide,0
752.wav,Martin Luther King,bona-fide,0
753.wav,Queen Elizabeth II,spoof,1
754.wav,Barack Obama,bona-fide,0
755.wav,Christopher Hitchens,bona-fide,0
756.wav,Bernie Sanders,spoof,1
757.wav,Ronald Reagan,bona-fide,0
758.wav,Barack Obama,spoof,1
759.wav,Louis Farrakhan,bona-fide,0
760.wav,Barack Obama,bona-fide,0
761.wav,Donald Trump,bona-fide,0
762.wav,Alan Watts,bona-fide,0
763.wav,Norm MacDonald,spoof,1
764.wav,Alec Guinness,spoof,1
765.wav,Alec Guinness,bona-fide,0
766.wav,Ronald Reagan,bona-fide,0
767.wav,Donald Trump,bona-fide,0
768.wav,Ronald Reagan,spoof,1
769.wav,Queen Elizabeth II,spoof,1
770.wav,Christopher Hitchens,spoof,1
771.wav,Donald Trump,bona-fide,0
772.wav,Donald Trump,bona-fide,0
773.wav,Bill Burr,spoof,1
774.wav,Barack Obama,bona-fide,0
775.wav,Barack Obama,bona-fide,0
776.wav,Barack Obama,bona-fide,0
777.wav,Malcolm X,bona-fide,0
778.wav,Boris Johnson,bona-fide,0
779.wav,Donald Trump,bona-fide,0
780.wav,Jeff Goldblum,bona-fide,0
781.wav,Milton Friedman,spoof,1
782.wav,Harry Truman,spoof,1
783.wav,Alec Guinness,spoof,1
784.wav,Mark Zuckerberg,spoof,1
785.wav,Arnold Schwarzenegger,bona-fide,0
786.wav,Alec Guinness,bona-fide,0
787.wav,Ayn Rand,spoof,1
788.wav,George Carlin,bona-fide,0
789.wav,Ayn Rand,bona-fide,0
790.wav,Alec Guinness,bona-fide,0
791.wav,Arnold Schwarzenegger,spoof,1
792.wav,Ayn Rand,bona-fide,0
793.wav,Lyndon Johnson,bona-fide,0
794.wav,Bill Clinton,bona-fide,0
795.wav,Bill Burr,spoof,1
796.wav,Ayn Rand,bona-fide,0
797.wav,Scarlett Johansson,spoof,1
798.wav,Ayn Rand,spoof,1
799.wav,Bernie Sanders,bona-fide,0
800.wav,Ronald Reagan,spoof,1
801.wav,JFK,bona-fide,0
802.wav,Ayn Rand,spoof,1
803.wav,Winston Churchill,spoof,1
804.wav,Barack Obama,bona-fide,0
805.wav,Bill Clinton,bona-fide,0
806.wav,Ronald Reagan,bona-fide,0
807.wav,Bernie Sanders,spoof,1
808.wav,Christopher Hitchens,bona-fide,0
809.wav,Nelson Mandela,spoof,1
810.wav,Barack Obama,bona-fide,0
811.wav,Kanye West,spoof,1
812.wav,Bernie Sanders,bona-fide,0
813.wav,Barack Obama,bona-fide,0
814.wav,Donald Trump,bona-fide,0
815.wav,Winston Churchill,bona-fide,0
816.wav,Bernie Sanders,spoof,1
817.wav,Louis Farrakhan,bona-fide,0
818.wav,Alec Guinness,bona-fide,0
819.wav,Barack Obama,bona-fide,0
820.wav,Barack Obama,spoof,1
821.wav,Alec Guinness,bona-fide,0
822.wav,Ayn Rand,spoof,1
823.wav,Donald Trump,bona-fide,0
824.wav,Barack Obama,bona-fide,0
825.wav,Arnold Schwarzenegger,bona-fide,0
826.wav,Mark Zuckerberg,bona-fide,0
827.wav,Nelson Mandela,spoof,1
828.wav,Bill Clinton,bona-fide,0
829.wav,Donald Trump,bona-fide,0
830.wav,Barack Obama,bona-fide,0
831.wav,Nick Offerman,bona-fide,0
832.wav,Donald Trump,bona-fide,0
833.wav,Christopher Hitchens,bona-fide,0
834.wav,Alec Guinness,spoof,1
835.wav,Bernie Sanders,spoof,1
836.wav,Ronald Reagan,spoof,1
837.wav,Bernie Sanders,bona-fide,0
838.wav,Barack Obama,spoof,1
839.wav,George W. Bush,spoof,1
840.wav,Christopher Hitchens,spoof,1
841.wav,Alec Guinness,spoof,1
842.wav,Bernie Sanders,spoof,1
843.wav,Alexandria Ocasio-Cortez,spoof,1
844.wav,JFK,bona-fide,0
845.wav,Donald Trump,bona-fide,0
846.wav,Ayn Rand,bona-fide,0
847.wav,Donald Trump,bona-fide,0
848.wav,Alec Guinness,spoof,1
849.wav,Richard Nixon,bona-fide,0
850.wav,Winston Churchill,bona-fide,0
851.wav,Winston Churchill,bona-fide,0
852.wav,Orson Welles,spoof,1
853.wav,Richard Nixon,spoof,1
854.wav,Donald Trump,bona-fide,0
855.wav,FDR,bona-fide,0
856.wav,Ronald Reagan,spoof,1
857.wav,Barack Obama,spoof,1
858.wav,Jimmy Carter,bona-fide,0
859.wav,Donald Trump,bona-fide,0
860.wav,Barack Obama,bona-fide,0
861.wav,Donald Trump,bona-fide,0
862.wav,Donald Trump,bona-fide,0
863.wav,Ayn Rand,bona-fide,0
864.wav,Ayn Rand,spoof,1
865.wav,Ayn Rand,spoof,1
866.wav,Bernie Sanders,bona-fide,0
867.wav,JFK,bona-fide,0
868.wav,Bill Clinton,spoof,1
869.wav,Alec Guinness,bona-fide,0
870.wav,Milton Friedman,spoof,1
871.wav,Bill Clinton,bona-fide,0
872.wav,Mark Zuckerberg,bona-fide,0
873.wav,JFK,spoof,1
874.wav,Milton Friedman,spoof,1
875.wav,Alec Guinness,bona-fide,0
876.wav,FDR,bona-fide,0
877.wav,Ayn Rand,spoof,1
878.wav,Donald Trump,bona-fide,0
879.wav,Martin Luther King,spoof,1
880.wav,Alec Guinness,bona-fide,0
881.wav,Bernie Sanders,spoof,1
882.wav,Bernie Sanders,spoof,1
883.wav,Bernie Sanders,spoof,1
884.wav,Jerry Seinfeld,spoof,1
885.wav,Louis Farrakhan,bona-fide,0
886.wav,Donald Trump,bona-fide,0
887.wav,Donald Trump,bona-fide,0
888.wav,Bill Clinton,spoof,1
889.wav,Adam Driver,spoof,1
890.wav,Barack Obama,bona-fide,0
891.wav,Mark Zuckerberg,spoof,1
892.wav,Alec Guinness,bona-fide,0
893.wav,Martin Luther King,spoof,1
894.wav,Donald Trump,bona-fide,0
895.wav,Bill Clinton,bona-fide,0
896.wav,Milton Friedman,bona-fide,0
897.wav,Alec Guinness,bona-fide,0
898.wav,Barack Obama,spoof,1
899.wav,Donald Trump,bona-fide,0
900.wav,Christopher Hitchens,bona-fide,0
901.wav,Bernie Sanders,spoof,1
902.wav,Ronald Reagan,bona-fide,0
903.wav,FDR,bona-fide,0
904.wav,Mr. Rogers,spoof,1
905.wav,Gilbert Gottfried,spoof,1
906.wav,Donald Trump,bona-fide,0
907.wav,Queen Elizabeth II,bona-fide,0
908.wav,Alec Guinness,spoof,1
909.wav,Winston Churchill,spoof,1
910.wav,Bernie Sanders,bona-fide,0
911.wav,JFK,bona-fide,0
912.wav,Ayn Rand,bona-fide,0
913.wav,Christopher Hitchens,bona-fide,0
914.wav,Bill Clinton,bona-fide,0
915.wav,Barack Obama,bona-fide,0
916.wav,Milton Friedman,spoof,1
917.wav,Ayn Rand,bona-fide,0
918.wav,Bill Clinton,bona-fide,0
919.wav,Donald Trump,bona-fide,0
920.wav,Donald Trump,bona-fide,0
921.wav,Barack Obama,bona-fide,0
922.wav,Nick Offerman,bona-fide,0
923.wav,Martin Luther King,bona-fide,0
924.wav,Alec Guinness,spoof,1
925.wav,Christopher Hitchens,bona-fide,0
926.wav,Barack Obama,bona-fide,0
927.wav,Alec Guinness,bona-fide,0
928.wav,Bill Clinton,bona-fide,0
929.wav,Bernie Sanders,bona-fide,0
930.wav,Barack Obama,bona-fide,0
931.wav,Donald Trump,bona-fide,0
932.wav,Bill Clinton,bona-fide,0
933.wav,Ayn Rand,spoof,1
934.wav,JFK,bona-fide,0
935.wav,Ronald Reagan,bona-fide,0
936.wav,Donald Trump,bona-fide,0
937.wav,FDR,bona-fide,0
938.wav,FDR,spoof,1
939.wav,Bill Clinton,bona-fide,0
940.wav,Christopher Hitchens,spoof,1
941.wav,George Carlin,bona-fide,0
942.wav,Mark Zuckerberg,spoof,1
943.wav,Orson Welles,spoof,1
944.wav,Ayn Rand,spoof,1
945.wav,Bernie Sanders,bona-fide,0
946.wav,Bill Clinton,bona-fide,0
947.wav,Donald Trump,bona-fide,0
948.wav,FDR,bona-fide,0
949.wav,Bernie Sanders,bona-fide,0
950.wav,Alec Guinness,spoof,1
951.wav,Boris Johnson,bona-fide,0
952.wav,Alec Guinness,bona-fide,0
953.wav,JFK,spoof,1
954.wav,Bill Clinton,bona-fide,0
955.wav,Winston Churchill,spoof,1
956.wav,Donald Trump,bona-fide,0
957.wav,Bill Clinton,spoof,1
958.wav,Donald Trump,bona-fide,0
959.wav,Bernie Sanders,bona-fide,0
960.wav,Barack Obama,bona-fide,0
961.wav,Barack Obama,bona-fide,0
962.wav,Donald Trump,bona-fide,0
963.wav,Ronald Reagan,spoof,1
964.wav,Alec Guinness,bona-fide,0
965.wav,Barack Obama,bona-fide,0
966.wav,Barack Obama,bona-fide,0
967.wav,Winston Churchill,spoof,1
968.wav,Kanye West,spoof,1
969.wav,JFK,bona-fide,0
970.wav,Alec Guinness,spoof,1
971.wav,Christopher Hitchens,bona-fide,0
972.wav,Alan Watts,spoof,1
973.wav,Barack Obama,bona-fide,0
974.wav,Arnold Schwarzenegger,bona-fide,0
975.wav,Barack Obama,bona-fide,0
976.wav,Winston Churchill,bona-fide,0
977.wav,Alec Guinness,spoof,1
978.wav,Mr. Rogers,spoof,1
979.wav,Ayn Rand,spoof,1
980.wav,Ayn Rand,spoof,1
981.wav,Nelson Mandela,bona-fide,0
982.wav,Ronald Reagan,spoof,1
983.wav,Ronald Reagan,spoof,1
984.wav,George Carlin,bona-fide,0
985.wav,Alec Guinness,bona-fide,0
986.wav,Donald Trump,bona-fide,0
987.wav,Ayn Rand,bona-fide,0
988.wav,JFK,bona-fide,0
989.wav,Milton Friedman,spoof,1
990.wav,Barack Obama,spoof,1
991.wav,Bill Clinton,spoof,1
992.wav,Barack Obama,bona-fide,0
993.wav,JFK,bona-fide,0
994.wav,Alec Guinness,bona-fide,0
995.wav,Jeff Goldblum,bona-fide,0
996.wav,Queen Elizabeth II,spoof,1
997.wav,Barack Obama,bona-fide,0
998.wav,Richard Nixon,bona-fide,0
999.wav,Mr. Rogers,spoof,1
1000.wav,Barack Obama,bona-fide,0
1001.wav,Donald Trump,bona-fide,0
1002.wav,Adam Driver,bona-fide,0
1003.wav,Bill Burr,spoof,1
1004.wav,Bernie Sanders,bona-fide,0
1005.wav,Donald Trump,bona-fide,0
1006.wav,Ayn Rand,spoof,1
1007.wav,Donald Trump,bona-fide,0
1008.wav,2Pac,spoof,1
1009.wav,Arnold Schwarzenegger,bona-fide,0
1010.wav,Ronald Reagan,bona-fide,0
1011.wav,George Carlin,bona-fide,0
1012.wav,Bernie Sanders,spoof,1
1013.wav,Christopher Hitchens,spoof,1
1014.wav,Martin Luther King,spoof,1
1015.wav,Alec Guinness,spoof,1
1016.wav,Bernie Sanders,bona-fide,0
1017.wav,Ayn Rand,spoof,1
1018.wav,Louis Farrakhan,bona-fide,0
1019.wav,Barack Obama,bona-fide,0
1020.wav,Kanye West,spoof,1
1021.wav,Gilbert Gottfried,spoof,1
1022.wav,FDR,bona-fide,0
1023.wav,Alec Guinness,bona-fide,0
1024.wav,Barack Obama,bona-fide,0
1025.wav,Ayn Rand,bona-fide,0
1026.wav,JFK,bona-fide,0
1027.wav,Donald Trump,bona-fide,0
1028.wav,Tucker Carlson,spoof,1
1029.wav,Donald Trump,bona-fide,0
1030.wav,Adam Driver,spoof,1
1031.wav,JFK,bona-fide,0
1032.wav,Ronald Reagan,bona-fide,0
1033.wav,Ayn Rand,spoof,1
1034.wav,Mark Zuckerberg,spoof,1
1035.wav,Ronald Reagan,bona-fide,0
1036.wav,Donald Trump,bona-fide,0
1037.wav,Louis Farrakhan,bona-fide,0
1038.wav,Alec Guinness,bona-fide,0
1039.wav,Barack Obama,bona-fide,0
1040.wav,Louis Farrakhan,bona-fide,0
1041.wav,Ayn Rand,bona-fide,0
1042.wav,Alexandria Ocasio-Cortez,bona-fide,0
1043.wav,Bill Clinton,bona-fide,0
1044.wav,Tucker Carlson,bona-fide,0
1045.wav,Donald Trump,bona-fide,0
1046.wav,Donald Trump,bona-fide,0
1047.wav,Milton Friedman,bona-fide,0
1048.wav,The Notorious B.I.G.,spoof,1
1049.wav,Barack Obama,bona-fide,0
1050.wav,Barack Obama,bona-fide,0
1051.wav,Alec Guinness,spoof,1
1052.wav,Malcolm X,bona-fide,0
1053.wav,Martin Luther King,bona-fide,0
1054.wav,Queen Elizabeth II,bona-fide,0
1055.wav,Bernie Sanders,bona-fide,0
1056.wav,Bill Clinton,bona-fide,0
1057.wav,Donald Trump,bona-fide,0
1058.wav,Alec Guinness,bona-fide,0
1059.wav,Jerry Seinfeld,spoof,1
1060.wav,Mark Zuckerberg,bona-fide,0
1061.wav,Orson Welles,spoof,1
1062.wav,Ayn Rand,bona-fide,0
1063.wav,Barack Obama,bona-fide,0
1064.wav,Bill Clinton,spoof,1
1065.wav,Donald Trump,bona-fide,0
1066.wav,Bernie Sanders,bona-fide,0
1067.wav,Mark Zuckerberg,bona-fide,0
1068.wav,Ronald Reagan,spoof,1
1069.wav,Ayn Rand,spoof,1
1070.wav,JFK,bona-fide,0
1071.wav,Queen Elizabeth II,spoof,1
1072.wav,Barack Obama,bona-fide,0
1073.wav,Alec Guinness,spoof,1
1074.wav,Barack Obama,bona-fide,0
1075.wav,Donald Trump,bona-fide,0
1076.wav,Donald Trump,bona-fide,0
1077.wav,Ayn Rand,bona-fide,0
1078.wav,Alec Guinness,spoof,1
1079.wav,Ayn Rand,bona-fide,0
1080.wav,Alexandria Ocasio-Cortez,bona-fide,0
1081.wav,Richard Nixon,bona-fide,0
1082.wav,Alec Guinness,spoof,1
1083.wav,Bill Clinton,bona-fide,0
1084.wav,Alec Guinness,bona-fide,0
1085.wav,Donald Trump,bona-fide,0
1086.wav,Barack Obama,bona-fide,0
1087.wav,Alec Guinness,spoof,1
1088.wav,Martin Luther King,bona-fide,0
1089.wav,Donald Trump,bona-fide,0
1090.wav,Queen Elizabeth II,spoof,1
1091.wav,Bernie Sanders,bona-fide,0
1092.wav,Bernie Sanders,spoof,1
1093.wav,Winston Churchill,bona-fide,0
1094.wav,Donald Trump,bona-fide,0
1095.wav,Ronald Reagan,spoof,1
1096.wav,Barack Obama,bona-fide,0
1097.wav,Alec Guinness,spoof,1
1098.wav,Bill Clinton,bona-fide,0
1099.wav,JFK,bona-fide,0
1100.wav,Barack Obama,spoof,1
1101.wav,Mark Zuckerberg,bona-fide,0
1102.wav,Barack Obama,bona-fide,0
1103.wav,Barack Obama,bona-fide,0
1104.wav,Alec Guinness,bona-fide,0
1105.wav,Ayn Rand,spoof,1
1106.wav,Queen Elizabeth II,spoof,1
1107.wav,Alec Guinness,bona-fide,0
1108.wav,Bill Clinton,bona-fide,0
1109.wav,Christopher Hitchens,bona-fide,0
1110.wav,Bernie Sanders,spoof,1
1111.wav,Bill Clinton,bona-fide,0
1112.wav,Martin Luther King,bona-fide,0
1113.wav,Bernie Sanders,bona-fide,0
1114.wav,Jerry Seinfeld,spoof,1
1115.wav,Mitch Hedberg,spoof,1
1116.wav,Bill Clinton,spoof,1
1117.wav,Ronald Reagan,spoof,1
1118.wav,Donald Trump,bona-fide,0
1119.wav,Bernie Sanders,bona-fide,0
1120.wav,Martin Luther King,bona-fide,0
1121.wav,Alec Guinness,spoof,1
1122.wav,Louis C.K.,spoof,1
1123.wav,Alec Guinness,spoof,1
1124.wav,Boris Johnson,bona-fide,0
1125.wav,Christopher Hitchens,bona-fide,0
1126.wav,Frank Sinatra,spoof,1
1127.wav,Ronald Reagan,spoof,1
1128.wav,Alan Watts,spoof,1
1129.wav,Alec Guinness,bona-fide,0
1130.wav,Ayn Rand,bona-fide,0
1131.wav,Alec Guinness,bona-fide,0
1132.wav,Alec Guinness,spoof,1
1133.wav,Louis Farrakhan,bona-fide,0
1134.wav,Barack Obama,bona-fide,0
1135.wav,Barack Obama,bona-fide,0
1136.wav,Alec Guinness,spoof,1
1137.wav,Bernie Sanders,bona-fide,0
1138.wav,Bernie Sanders,bona-fide,0
1139.wav,JFK,spoof,1
1140.wav,Bernie Sanders,bona-fide,0
1141.wav,Barack Obama,bona-fide,0
1142.wav,Barack Obama,bona-fide,0
1143.wav,Donald Trump,bona-fide,0
1144.wav,Ronald Reagan,spoof,1
1145.wav,Ayn Rand,spoof,1
1146.wav,Barack Obama,bona-fide,0
1147.wav,Donald Trump,bona-fide,0
1148.wav,Gilbert Gottfried,spoof,1
1149.wav,Barack Obama,bona-fide,0
1150.wav,Alec Guinness,spoof,1
1151.wav,Martin Luther King,bona-fide,0
1152.wav,Bernie Sanders,bona-fide,0
1153.wav,Donald Trump,bona-fide,0
1154.wav,Arnold Schwarzenegger,bona-fide,0
1155.wav,Donald Trump,bona-fide,0
1156.wav,Bernie Sanders,bona-fide,0
1157.wav,Winston Churchill,bona-fide,0
1158.wav,Alec Guinness,bona-fide,0
1159.wav,Kamala Harris,bona-fide,0
1160.wav,Queen Elizabeth II,spoof,1
1161.wav,Malcolm X,spoof,1
1162.wav,Ayn Rand,bona-fide,0
1163.wav,Boris Johnson,bona-fide,0
1164.wav,Winston Churchill,bona-fide,0
1165.wav,Ayn Rand,spoof,1
1166.wav,Donald Trump,bona-fide,0
1167.wav,Donald Trump,bona-fide,0
1168.wav,Alec Guinness,bona-fide,0
1169.wav,Alec Guinness,spoof,1
1170.wav,Alec Guinness,spoof,1
1171.wav,Malcolm X,spoof,1
1172.wav,Bernie Sanders,bona-fide,0
1173.wav,Bernie Sanders,bona-fide,0
1174.wav,Christopher Hitchens,bona-fide,0
1175.wav,Alec Guinness,bona-fide,0
1176.wav,Donald Trump,bona-fide,0
1177.wav,Ayn Rand,spoof,1
1178.wav,Donald Trump,bona-fide,0
1179.wav,Alec Guinness,bona-fide,0
1180.wav,Donald Trump,bona-fide,0
1181.wav,Martin Luther King,spoof,1
1182.wav,Ayn Rand,spoof,1
1183.wav,Martin Luther King,spoof,1
1184.wav,Dwight Eisenhower,spoof,1
1185.wav,Donald Trump,bona-fide,0
1186.wav,Barack Obama,spoof,1
1187.wav,Alan Watts,bona-fide,0
1188.wav,Barack Obama,bona-fide,0
1189.wav,Barack Obama,bona-fide,0
1190.wav,Barack Obama,bona-fide,0
1191.wav,Orson Welles,spoof,1
1192.wav,Donald Trump,bona-fide,0
1193.wav,Donald Trump,bona-fide,0
1194.wav,Robert Kardashian,bona-fide,0
1195.wav,Christopher Hitchens,spoof,1
1196.wav,Ayn Rand,bona-fide,0
1197.wav,Kanye West,spoof,1
1198.wav,Bernie Sanders,spoof,1
1199.wav,Donald Trump,bona-fide,0
1200.wav,Bill Clinton,bona-fide,0
1201.wav,Milton Friedman,spoof,1
1202.wav,Milton Friedman,spoof,1
1203.wav,Alec Guinness,spoof,1
1204.wav,Barack Obama,bona-fide,0
1205.wav,Winston Churchill,spoof,1
1206.wav,Bob Ross,bona-fide,0
1207.wav,Barack Obama,spoof,1
1208.wav,Robert Kardashian,spoof,1
1209.wav,Bernie Sanders,bona-fide,0
1210.wav,Jeff Goldblum,bona-fide,0
1211.wav,Donald Trump,bona-fide,0
1212.wav,Barack Obama,spoof,1
1213.wav,Winston Churchill,bona-fide,0
1214.wav,Milton Friedman,spoof,1
1215.wav,Donald Trump,bona-fide,0
1216.wav,Robert Kardashian,bona-fide,0
1217.wav,Martin Luther King,spoof,1
1218.wav,Harry Truman,bona-fide,0
1219.wav,Alec Guinness,bona-fide,0
1220.wav,Bill Clinton,bona-fide,0
1221.wav,Donald Trump,bona-fide,0
1222.wav,Queen Elizabeth II,spoof,1
1223.wav,Ronald Reagan,spoof,1
1224.wav,Winston Churchill,spoof,1
1225.wav,Norm MacDonald,spoof,1
1226.wav,Alec Guinness,spoof,1
1227.wav,Queen Elizabeth II,spoof,1
1228.wav,Alec Guinness,spoof,1
1229.wav,Alec Guinness,spoof,1
1230.wav,Christopher Hitchens,bona-fide,0
1231.wav,Louis C.K.,spoof,1
1232.wav,Barack Obama,bona-fide,0
1233.wav,Ronald Reagan,bona-fide,0
1234.wav,Alec Guinness,spoof,1
1235.wav,Ayn Rand,bona-fide,0
1236.wav,Ronald Reagan,bona-fide,0
1237.wav,George W. Bush,spoof,1
1238.wav,Donald Trump,bona-fide,0
1239.wav,Ronald Reagan,spoof,1
1240.wav,Ayn Rand,spoof,1
1241.wav,Ronald Reagan,bona-fide,0
1242.wav,Ayn Rand,spoof,1
1243.wav,Christopher Hitchens,bona-fide,0
1244.wav,Donald Trump,spoof,1
1245.wav,JFK,bona-fide,0
1246.wav,Alec Guinness,spoof,1
1247.wav,Louis Farrakhan,bona-fide,0
1248.wav,Dwight Eisenhower,bona-fide,0
1249.wav,Alan Watts,spoof,1
1250.wav,Winston Churchill,bona-fide,0
1251.wav,Bill Clinton,spoof,1
1252.wav,The Notorious B.I.G.,spoof,1
1253.wav,Barack Obama,spoof,1
1254.wav,Ayn Rand,spoof,1
1255.wav,Christopher Hitchens,bona-fide,0
1256.wav,Ayn Rand,bona-fide,0
1257.wav,Louis Farrakhan,bona-fide,0
1258.wav,JFK,spoof,1
1259.wav,Richard Nixon,bona-fide,0
1260.wav,Bill Clinton,bona-fide,0
1261.wav,Alexandria Ocasio-Cortez,bona-fide,0
1262.wav,Bill Clinton,bona-fide,0
1263.wav,Alec Guinness,spoof,1
1264.wav,Nelson Mandela,spoof,1
1265.wav,Bernie Sanders,bona-fide,0
1266.wav,Barack Obama,spoof,1
1267.wav,Barack Obama,bona-fide,0
1268.wav,Gilbert Gottfried,bona-fide,0
1269.wav,Donald Trump,bona-fide,0
1270.wav,Frank Sinatra,spoof,1
1271.wav,Alec Guinness,bona-fide,0
1272.wav,Alec Guinness,bona-fide,0
1273.wav,Bill Burr,spoof,1
1274.wav,Mark Zuckerberg,spoof,1
1275.wav,Martin Luther King,bona-fide,0
1276.wav,Ayn Rand,bona-fide,0
1277.wav,Mark Zuckerberg,bona-fide,0
1278.wav,Donald Trump,bona-fide,0
1279.wav,Mark Zuckerberg,spoof,1
1280.wav,Ayn Rand,bona-fide,0
1281.wav,Nelson Mandela,spoof,1
1282.wav,Ronald Reagan,spoof,1
1283.wav,Alan Watts,spoof,1
1284.wav,Norm MacDonald,bona-fide,0
1285.wav,Jimmy Carter,bona-fide,0
1286.wav,Ayn Rand,spoof,1
1287.wav,Donald Trump,bona-fide,0
1288.wav,Bernie Sanders,bona-fide,0
1289.wav,Alec Guinness,bona-fide,0
1290.wav,Barack Obama,spoof,1
1291.wav,Donald Trump,bona-fide,0
1292.wav,Bernie Sanders,bona-fide,0
1293.wav,Dwight Eisenhower,spoof,1
1294.wav,Barack Obama,bona-fide,0
1295.wav,Alec Guinness,bona-fide,0
1296.wav,Donald Trump,bona-fide,0
1297.wav,Alec Guinness,spoof,1
1298.wav,Martin Luther King,bona-fide,0
1299.wav,George Carlin,bona-fide,0
1300.wav,Mr. Rogers,spoof,1
1301.wav,Donald Trump,bona-fide,0
1302.wav,Nelson Mandela,spoof,1
1303.wav,Donald Trump,bona-fide,0
1304.wav,JFK,bona-fide,0
1305.wav,Barack Obama,bona-fide,0
1306.wav,Barack Obama,bona-fide,0
1307.wav,Bob Ross,spoof,1
1308.wav,Bill Clinton,spoof,1
1309.wav,Mitch Hedberg,spoof,1
1310.wav,Bill Clinton,bona-fide,0
1311.wav,Barack Obama,bona-fide,0
1312.wav,Adam Driver,bona-fide,0
1313.wav,JFK,bona-fide,0
1314.wav,Bernie Sanders,bona-fide,0
1315.wav,Alec Guinness,spoof,1
1316.wav,Queen Elizabeth II,spoof,1
1317.wav,Donald Trump,bona-fide,0
1318.wav,Milton Friedman,bona-fide,0
1319.wav,Winston Churchill,bona-fide,0
1320.wav,Queen Elizabeth II,bona-fide,0
1321.wav,Christopher Hitchens,spoof,1
1322.wav,Alec Guinness,bona-fide,0
1323.wav,Jeff Goldblum,bona-fide,0
1324.wav,Richard Nixon,bona-fide,0
1325.wav,Christopher Hitchens,bona-fide,0
1326.wav,Bill Clinton,bona-fide,0
1327.wav,Lyndon Johnson,bona-fide,0
1328.wav,Barack Obama,bona-fide,0
1329.wav,Alec Guinness,bona-fide,0
1330.wav,Donald Trump,bona-fide,0
1331.wav,Gilbert Gottfried,bona-fide,0
1332.wav,Bill Clinton,spoof,1
1333.wav,Barack Obama,bona-fide,0
1334.wav,Bill Clinton,bona-fide,0
1335.wav,Alec Guinness,spoof,1
1336.wav,Queen Elizabeth II,spoof,1
1337.wav,Donald Trump,bona-fide,0
1338.wav,Alan Watts,spoof,1
1339.wav,Tucker Carlson,spoof,1
1340.wav,Barack Obama,bona-fide,0
1341.wav,Lyndon Johnson,bona-fide,0
1342.wav,Barack Obama,bona-fide,0
1343.wav,Alec Guinness,spoof,1
1344.wav,Barack Obama,spoof,1
1345.wav,Bill Clinton,bona-fide,0
1346.wav,Nick Offerman,bona-fide,0
1347.wav,Barack Obama,bona-fide,0
1348.wav,Orson Welles,spoof,1
